assemblage_code,analyst_id,analysis_order,flake_id,completeness,damage,damage_comment,dorsal_cortex,Dorsal_Cortex_Location,dorsal_cortex_location_other,platform_cortex,dorsal_scar_count,directionality,Proximal_Scars,Left_Scars,Distal_Scars,Right_Scars,Mass,MaximumDimension,MaximumWidth,MaximumThickness,TechLength,TechMaxWidth,TechMaxThickness,TECHWIDTHPROX,TECHWIDTHMES,TECHWIDTHDIST,TECHTHICKPROX,TECHTHICKMES,TECHTHICKDIST,PLATFWIDTH,PLATFTHICKIMPACT,PLATFTHICKMID,PLATFTHICKMAX,EDGEPLATF,EDGEPLATF_DEG,PLATFMORPH,PLATFLIPP,BULB,SHATTBULB,INITIATION,VENTR_PLANE_FORM,ANGLE_HEIGHT,SECTION,LATEDGETYPE,FLAKETERM,DISTPLANFORM,DISTPROFANGLE,KOMBEWA,FLK_TYPE,RED_SYST,FLK_FORM,REMARK
chert_condition_B,db727,3,93,proximal,no,,0,,,Absent,3,Subcentripetal,2,1,0,0,2,23.69,18.23,4.63,0,0,0,0,0,0,0,0,0,14.29,3.57,3.96,3.76,1.72,59.00144925,Plain,No,Yes,Yes,Hertzian,CONCAVE,0,INDET,PARALLEL,HINGE,,0,No,indet,indet,FLAKE,
chert_condition_A,d764f,10,74,proximal,no,,0,,,Absent,7,Centripetal,4,1,0,1,19.20000076,61.13000107,41.68000031,8.979999542,0,0,0,0,0,0,0,0,0,43.08000183,6.159999847,5.17,8.680000305,1.620000005,43.5054601,ChapeauDeGendarme,No,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,INDET,FEATHER,,0,No,Levallois flake,Levallois,FLAKE,
chert_condition_A,3d396,4,63,complete,yes,minor edge fracture to laterals,0,,,Absent,5,centripetal,1,1,1,2,42.4,88.6,56.76,14.02,73.43,58.84,13.99,40.14,56.83,50.93,13.98,9.57,4.9,26.29,6.4,8.81,11,1.6,,Plain,No,Indeterminate,No,Hertzian,Flat,0,Triangular,Ovoid,Feather,Flat,30-60,No,none,indeterminate,Flake,
chert_condition_A,db727,3,87,complete,no,,0,,,Absent,5,Indeterminate,1,0,1,1,27.1,55.62,33.51,18,45.83,33.69,17.07,28.51,33.7,25.9,17.17,17.19,8.36,10.23,2.04,6.86,6.85,1.55,54.03119696,Plain,No,Yes,Yes,Hertzian,FLAT,0,TRIANGULAR,AMORPH,FEATHER,Pointed,0-30,No,indet,indet,FLAKE,
chert_condition_B,d764f,10,69,complete,yes,minor chipping,3,Other,mesright,Absent,8,Subcentripetal,4,2,1,0,38.09999847,68.37999725,46.84999847,14.65999985,46.13999939,67.70999908,13.56000042,66.70999908,53.52999878,36.8,12.43000031,12.47999954,8.590000153,38.58000183,10.60000038,11.69,11.94999981,1.549999952,41.79105096,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,SQUARE,OVERSHOT,Flat,25,No,,,FLAKE,
chert_condition_B,0202a,2,76,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,4.900000095,37.86000061,22.88999939,5.71,31.79000092,22.13999939,5.610000134,20.35000038,20.01000023,18.44,5.880000114,4.019999981,4.050000191,22.04999924,6.360000134,5.34,6.360000134,1.539999962,53.73162618,Plain,No,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,PARALLEL,HINGE,Rounded,46,No,,,FLAKE,
chert_condition_B,d764f,10,95,complete,no,,0,,,Absent,4,Orthogonal,3,0,0,2,29.5,54.72000122,35.00999832,17.79000092,46.95000076,32.25,18.15999985,29.78000069,32.13000107,26.25,17.90999985,17.84000015,11.10999966,24.27000046,12.51000023,7.25,15.47999954,1.5,40.5543209,Plain,No,Yes,No,Hertzian,FLAT,0,RIGHTTRIANGLE,OVOID,HINGE,Irreg,90,Indet,,,FLAKE,back = flk ventral face?
chert_condition_B,a8acd,11,92,complete,yes,LIGHT EDGE DAMAGE,,,,absent,6,Bidirectional,3,2,1,0,27.2,53.57,43.13,15.15,44.04,43,15.92,37.38,43.42,33.31,15.4,14.6,5.86,34.44,16.8,16.84,17.08,1.45,,Plain,NO,YES,YES,HERTZIAN,BULBAR,0,TRAP,SUB-PARALLEL,FEATHER,POINTED,0-30,NO,BIDIRECTIONAL FLAKE,LEVALLOIS,,
chert_condition_B,db727,3,83,complete,no,,0,,,Absent,2,Unibi,2,0,0,0,2.5,29.76,15.34,8.18,28.2,15.33,8.16,12.75,6.53,4.39,7.95,5.58,3.77,15.46,9.24,9.24,9.24,1.4,49.45462877,Plain,No,No,Yes,Wedging,FLAT,0,TRIANGULAR,CONVERGENT,AXIAL,Pointed,0,No,indet,indet,ELONG,
chert_condition_A,d764f,10,63,complete,yes,minor chipping,0,,,Absent,5,Multidirectional,2,1,1,1,42.40000153,87.76000214,56.63999939,13.68000031,72.59999847,56.62,14.10000038,46.86000061,56.50999832,51.15,13.19999981,10.03999996,5.050000191,25.89999962,6.559999943,8.79,10.64000034,1.399999976,38.05121147,Plain,No,No,No,Hertzian,FLAT,0,LENTICULAR,OVOID,FEATHER,Flat,15,No,,Levallois,FLAKE,
chert_condition_A,d764f,10,21,proximal,no,,25,Right,,Absent,2,Orthogonal,1,1,0,0,7.699999809,39.97999954,33.59999847,7.800000191,0,0,0,0,0,0,0,0,0,18.68000031,5.03000021,5.02,7.929999828,1.330000043,36.27616541,Facetted,No,Yes,Yes,Hertzian,CONCAVE,0,TRIANGULAR,PARALLEL,FEATHER,,0,No,prep lev,Levallois,FLAKE,
chert_condition_B,0202a,2,93,complete,yes,small snap off distal portion left in bag and phot,0,,,Absent,3,Unidirectional,3,0,0,0,2.200000048,28.26000023,20.71999931,3.38,0,0,0,0,0,0,3.5,2.279999971,2.569999933,0,3.549999952,0,0,1.309999943,46.62445293,ChapeauDeGendarme,No,Yes,No,Hertzian,BULBAR,0,TRIANGULAR,PARALLEL,HINGE,Flat,0,No,,,FLAKE,"is right portion, distal shape etc indt because of breaks CHANGE CFG"
chert_condition_B,a8acd,11,76,complete,yes,LIGHT EDGE DAMAGE,,,,absent,4,Unidirectional,3,1,0,0,4.7,38.01,19.69,5.44,31.66,24.17,5.96,19.13,18.51,17.76,5.9,5.22,4.11,22.09,6.63,6.66,6.95,1.1,,Plain,NO,YES,NO,HERTZIAN,FLAT,0,TRAP,SUB-PARALLEL,FEATHER,ROUNDED,0-30,NO,UNIDIRECTIONAL ELONGATED FLAKE,LEVALLOIS OR DISCOID,,
chert_condition_B,8240a,8,76,complete,no,,0,,,Absent,3,Subcentripetal,2,0,1,0,4.837800026,37.74000168,23,5.590000153,31.39999962,22.72999954,5.579999924,19.15999985,18.43000031,18.25,5.880000114,5.320000172,4.070000172,22.70000076,6.070000172,5.78,6.329999924,1.090000033,,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,PARALLEL,HINGE,Rounded,0,No,na,na,FLAKE,
chert_condition_A,d764f,10,87,complete,yes,minor chipping,0,,,Absent,6,Multidirectional,2,0,2,2,25.89999962,60.70999908,37.83000183,18.67000008,55.45000076,35.7,18.71999931,27.65999985,35.63000107,26.46,16.5,18.30999947,13.72999954,13.78999996,9.069999695,11.36,13.35000038,1.029999971,28.47060231,Dihedral,No,Yes,No,Hertzian,FLAT,0,RIGHTTRIANGLE,DIAMOND,FEATHER,Pointed,80,No,Debordant,Lev or Disc,FLAKE,81 or 87?
chert_condition_B,d764f,10,59,proximal,no,,0,,,Absent,6,Orthogonal,5,1,0,0,12.30000019,53.56999969,36.06999969,8.869999886,0,0,0,0,0,0,0,0,0,22.65999985,6.679999828,6.41,6.920000076,1.00999999,27.93962695,Facetted,No,Yes,No,Hertzian,,0,TRAPEZOIDAL,DIVERGENT,,,0,No,,,FLAKE,
chert_condition_B,d764f,10,93,other,yes,lateral breaks,0,,,Absent,3,Unidirectional,3,0,0,0,2.099999905,26.80999947,19.65999985,5.860000134,,,,,,,,,,,4.25,,4.659999847,0.970000029,26.87401423,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,INDET,HINGE,Rounded,0,No,,,FLAKE,platform broken too
chert_condition_B,d764f,10,35,proximal,no,,0,,,Absent,2,Indeterminate,1,0,0,0,2.299999952,27.5,16.87000084,6.679999828,0,0,0,0,0,0,0,0,0,13.34000015,3.269999981,5.7,6.849999905,0.899999976,24.99783827,Plain,No,Yes,Yes,Hertzian,FLAT,0,TRIANGULAR,INDET,FEATHER,,0,No,,,FLAKE,
chert_condition_B,d764f,10,77,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,3.299999952,34.72999954,27.78000069,5.480000019,25.44000053,27.7,7.869999886,27.67000008,27.44000053,25.03,5.119999886,2.49000001,1.600000024,29.89999962,0,2.9,5.099999905,0.699999988,19.56481373,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,OVOID,FEATHER,Flat,10,No,,,FLAKE,
chert_condition_B,46b96,7,95,complete,no,,0,,,Absent,9,Subcentripetal,3,0,4,2,29.5,57.9,35.28,17.71,47.65,30.79,17.59,26.73,30.87,28.91,16.53,16.63,12.72,21.13,15.91,12.75,17.48,0.488,13.70780539,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,CONVERGENT,FEATHER,Pointed,33,No,Levallois debordant,Levallois,FLAKE,
chert_condition_B,46b96,7,87,complete,no,,0,,,Absent,2,Unidirectional,2,0,0,0,19.3,51.04,36.37,18.29,40.65,46.86,10.93,40.71,46.29,31.82,19.49,9.57,4.74,17.75,3.26,1.89,3.25,0.224,6.315889593,Plain,Indeterminate,No,No,Hertzian,FLAT,0,TRIANGULAR,CONVERGENT,FEATHER,Pointed,25,No,Levallois debordant,Levallois non Nubian,FLAKE,
chert_condition_B,46b96,7,101,complete,no,,0,,,Indeterminate,4,Orthogonal,3,1,1,0,12,41.1,28,14.99,37.6,27.99,10.3,33.39,27.27,19.4,14.91,8.72,4.88,12.87,2.97,2.85,5.07,0.212,5.978169257,Crushed,No,Yes,Yes,Hertzian,FLAT,0,TRIANGULAR,CONVERGENT,FEATHER,Pointed,24,No,Indeterminate,Indet,FLAKE,
chert_condition_A,46b96,7,63,complete,no,,0,,,Absent,5,Orthogonal,2,1,1,1,42.4,87.11,57.1,14.38,74.69,58.13,8.18,30.99,54.07,49.65,11.42,10.34,4.57,26.58,6.49,8.76,10.5,0.167,4.710839565,Other,No,No,Yes,Hertzian,FLAT,0,TRIANGULAR,OVOID,FEATHER,Flat,20,No,Indeterminate#,Indet,FLAKE,
chert_condition_A,46b96,7,74,proximal,no,,0,,,Absent,7,UnidirectionalConvergent,5,1,0,1,19.2,61.08,41.79,7.31,0,0,0,0,0,0,0,0,0,43.35,6.43,5.06,8.95,0.165,4.654484732,ChapeauDeGendarme,No,Yes,No,Hertzian,,0,TRIANGULAR,CONVERGENT,,,0,No,Levallois point,Levallois,CONVFLAKE,
chert_condition_B,46b96,7,75,complete,yes,edge damage,0,,,Absent,6,Subcentripetal,3,1,0,1,45.5,78.53,55.79,19.82,63.7,54.44,16.58,29.18,49.1,59.3,19.1,19.97,10.26,18.82,19.76,19.76,19.43,0.158,4.457225254,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,DIVERGENT,FEATHER,Flat,25,No,Indet,Indet,FLAKE,
chert_condition_A,46b96,7,71,proximal,no,,0,,,Absent,2,Unidirectional,2,0,0,0,7,45.68,30.16,7.21,0,0,0,0,0,0,0,0,0,41.26,5.56,6.57,7.61,0.155,4.372677318,ChapeauDeGendarme,No,No,No,Hertzian,,0,TRIANGULAR,INDET,,,0,No,Levallois flake,Levallois,FLAKE,
chert_condition_A,46b96,7,87,complete,no,,0,,,Absent,6,Bidirectional,3,1,1,1,27,60.87,33.37,18.22,47.71,34.75,15.83,22.56,37.3,42.29,15.69,18.31,8.53,14.44,11.25,10.65,14.31,0.145,4.090816978,Dihedral,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,DIVERGENT,FEATHER,Flat,35,No,Core trimming,Indet,FLAKE,
chert_condition_B,46b96,7,31,proximal,no,,0,,,Absent,6,Orthogonal,3,1,1,1,44.6,73.07,70.32,13.82,0,0,0,0,0,0,0,0,0,20.82,11.91,9.57,12.04,0.127,3.583345836,Plain,No,Yes,No,Hertzian,,0,LENTICULAR,DIVERGENT,,,0,No,Core management,Indet,FLAKE,
chert_condition_A,46b96,7,92,complete,no,,0,,,Absent,11,Orthogonal,3,0,3,5,4.4,38.74,23.35,6.4,35.48,22.47,3.87,17.91,22.61,24.43,5.82,3.99,3.12,14.42,4.89,4.65,4.84,0.124,3.498753104,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,DIVERGENT,FEATHER,Flat,22,No,Levallois flake,Levallois non-Nubian,FLAKE,
chert_condition_B,46b96,7,94,complete,no,,0,,,Absent,3,Unidirectional,2,1,0,0,1.7,23.56,17.77,3.47,22.25,17.49,3.62,16.61,17.79,15.31,4.18,4.02,3.18,13.82,3.12,2.63,3.53,0.121,3.414156556,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,PARALLEL,HINGE,Flat,39,No,Platform flake,Indet,FLAKE,
chert_condition_B,46b96,7,12,complete,no,,75,Proximal,,Complete,7,Subcentripetal,4,1,2,0,270.6,107.58,89.08,30.05,92.11,101.06,29.03,59.97,102.07,72.65,28.77,25.77,16.82,45.21,4.27,6.65,12.74,0.119,3.357756784,Cortical,No,Yes,No,Hertzian,FLAT,0,LENTICULAR,DIVERGENT,HINGE,Flat,45,Yes,First flake,Indet,FLAKE,
chert_condition_B,46b96,7,93,complete,yes,Number rubbed off so 108 could be a mistake,0,,,Absent,3,UnidirectionalConvergent,2,1,0,0,2,26.26,19.05,4.52,23.83,17.74,3.91,16.06,17.66,14.87,4.19,2.95,2.49,14.01,4.7,4.07,4.39,0.116,3.273154083,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,DIVERGENT,FEATHER,Flat,96,No,Indeterminate,Indet,FLAKE,
chert_condition_B,46b96,7,79,complete,no,,0,,,Absent,9,Subcentripetal,5,1,3,0,69.8,69.33,61.72,20.08,67.09,54.3,18.05,40.26,51.26,55.97,18.32,19.58,12.84,25.05,16.58,13.21,16.1,0.112,3.160344946,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,DIAMOND,FEATHER,Pointed,43,No,Indeterminate,Indet,FLAKE,
chert_condition_A,46b96,7,62,complete,yes,"large chip in the bag from distal, likely to affect proximal width measurement",5,Proximal,,Absent,8,Unidirectional,5,3,0,0,11.1,50.72,29.61,6.9,47.78,28.47,6.33,25.21,30.03,27.31,8.64,6.75,5.11,13.73,5.38,4.88,5.16,0.099,2.793674061,Plain,No,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,OVOID,FEATHER,Flat,25,No,Levallois debordant,Levallois,FLAKE,
chert_condition_B,46b96,7,69,complete,no,,10,Right,,Absent,10,Subcentripetal,6,2,1,1,38.2,68.61,41.3,12.34,40.88,66.11,13.16,62.67,66.25,65.79,3.79,7.47,7,37.91,11.34,11.57,12.18,0.077,2.173027674,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,PARALLEL,FEATHER,Flat,24,No,Indeterminate,Indet,FLAKE,
chert_condition_B,46b96,7,76,complete,no,,0,,,Absent,4,Unidirectional,4,0,0,0,4.8,37.83,19.08,5.95,34.16,19.5,5.41,21.66,19.09,18.55,5.99,5.72,4.55,22.01,6.9,5.53,6.58,0.065,1.834437205,Plain,Indeterminate,Yes,No,Hertzian,FLAT,0,TRAPEZOIDAL,PARALLEL,FEATHER,Flat,24,No,Bladelet,Indet,ELONG,
chert_condition_A,0202a,2,200,distal,no,,0,,,Indeterminate,3,Indeterminate,1,0,1,1,3.099999905,41.58000183,23.02000046,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cortical,,,No,,BULBAR,0,TRIANGULAR,,FEATHER,Pointed,20,No,,,FLAKE,
chert_condition_A,0202a,2,95,medial,no,,0,,,Indeterminate,3,Indeterminate,2,0,0,0,3.700000048,35.56000137,25.53000069,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChapeauDeGendarme,,,No,,BULBAR,0,TRIANGULAR,,FEATHER,,0,No,,,FLAKE,distal left portion feather
chert_condition_B,0202a,2,88,medial,no,,0,,,Indeterminate,3,Unidirectional,0,0,0,0,1.5,21.62999916,19.12999916,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,,,,,breaks at prox distla and left margin
chert_condition_B,0202a,2,83,,no,,0,,,,0,,0,0,0,0,2.599999905,33.36999893,15.55000019,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,,,,,"flake frag, can't confidently orient"
chert_condition_B,0202a,2,80,proximal,no,,0,,,,0,Unidirectional,3,0,0,0,4.800000191,15.76000023,9.930000305,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,,,,,prox left broken siret
chert_condition_A,0202a,2,63,distal,no,,0,,,Indeterminate,5,Orthogonal,2,0,0,2,42.40000153,88.62999725,56.77999878,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,FLAT,0,RIGHTTRIANGLE,,FEATHER,Rounded,35,No,,,FLAKE,
chert_condition_A,0202a,2,57,distal,no,,0,,,Indeterminate,7,Multidirectional,5,1,0,1,14.89999962,53.66999817,40.40000153,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,PARALLEL,FEATHER,Flat,47,No,,,FLAKE,
chert_condition_A,0202a,2,36,distal,no,,80,Other,all except right margin and distal,Indeterminate,2,Indeterminate,0,0,0,0,4.199999809,39.27999878,24.07999992,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,Yes,,FLAT,0,TRAPEZOIDAL,,FEATHER,,0,No,,,FLAKE,
chert_condition_B,0202a,2,35,medial,no,,0,,,Indeterminate,2,,0,0,0,0,2.299999952,27.54999924,18.31999969,6.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,TRAPEZOIDAL,,FEATHER,,0,Indet,,,FLAKE,also has damage to vent
chert_condition_B,0202a,2,34,medial,no,,0,,,,2,Indeterminate,2,0,0,0,1.700000048,33.90999985,13.13000011,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,,,No,,BULBAR,0,TRAPEZOIDAL,,FEATHER,,0,No,,,FLAKE,medial right
chert_condition_B,0202a,2,30,,yes,,0,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,,,,,severaly broken removed
chert_condition_A,0202a,2,26,distal,no,,90,Other,all except distal,Indeterminate,1,Indeterminate,0,0,1,0,29.29999924,54.29999924,37.18999863,16.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminate,,,Yes,,CONCAVE,0,LENTICULAR,,HINGE,Flat,81,Indet,,,FLAKE,
chert_condition_B,0202a,2,23,medial,yes,,100,All,,,0,,0,0,0,0,4.199999809,44.68999863,17.65999985,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,No,,,FLAKE,
chert_condition_B,0202a,2,22,distal,no,,45,Right,,Indeterminate,0,,0,0,0,0,20.5,49.45999908,38.70999908,13.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminate,,,No,,BULBAR,0,LENTICULAR,CONVERGENT,FEATHER,Pointed,0,No,,,FLAKE,remove vent plane form and angle height
chert_condition_B,0202a,2,16,medial,no,,80,Other,all excep prox left and prox right,Indeterminate,2,Unidirectional,2,0,0,0,5.800000191,35.77000046,29.28000069,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indeterminate,Indeterminate,Indeterminate,Indet,Hertzian,BULBAR,0,INDET,AMORPH,INDET,Flat,0,No,,,FLAKE,change CFG and take out all measures not relevant to medial
chert_condition_A,0202a,2,14,medial,no,,30,Right,,Indeterminate,2,Indeterminate,0,0,0,0,2.799999952,32.18000031,27.18000031,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,BULBAR,0,TRIANGULAR,,HINGE,,0,Indet,,,FLAKE,
chert_condition_A,0202a,2,12,complete,no,,95,All,,Indeterminate,2,Indeterminate,0,1,0,0,14.89999962,50.79000092,32.50999832,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Facetted,,,No,,FLAT,0,RIGHTTRIANGLE,,FEATHER,,0,No,,,FLAKE,
chert_condition_B,0202a,2,12,complete,no,,85,Other,"all excpet prox medial, distal medial and left med",Partial,2,Orthogonal,1,1,0,0,270.5,107.4300003,99.05999756,30.04,96.88999939,107.4599991,30.70000076,79.04000092,103.0899963,66.01,27.09000015,26.30999947,16.28000069,17.06999969,4.96999979,3.31,4.940000057,0,0,Cortical,No,Yes,No,Hertzian,BULBAR,0,LENTICULAR,AMORPH,FEATHER,Irreg,49,Yes,,,FLAKE,"kombewa of sorts, looks like initial shed caused wierd double ventral expression"
chert_condition_A,0202a,2,8,distal,no,,75,Other,all except left,Indeterminate,1,Unidirectional,1,0,0,0,31.89999962,60.61999893,44.06000137,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChapeauDeGendarme,,,No,,BULBAR,0,TRIANGULAR,DIVERGENT,FEATHER,Flat,34,No,,,FLAKE,
chert_condition_B,0202a,2,2,,yes,,0,,,,0,,0,0,0,0,14.69999981,64.55999756,43.13000107,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,,No,,BULBAR,0,RIGHTTRIANGLE,,HINGE,,0,,,,,cortex shed
chert_condition_B,0202a,2,1,proximal,yes,distal frags in bag,100,All,,Complete,0,,0,0,0,0,135.6000061,90.91999817,60.31000137,26.43,0,0,0,0,0,0,0,0,0,33.36999893,17.21999931,0,0,0,0,Plain,No,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,,INDET,,0,No,primary,,FLAKE,
chert_condition_A,034b1,6,200,distal,yes,Minor edge damage on right lateral,0,,,Absent,3,Orthogonal,0,0,2,1,3.2,41.5,23.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crushed,,Indeterminate,Indet,Hertzian,CONCAVE,0,INDET,CONVERGENT,FEATHER,Pointed,20,No,Indeterminate,Indeterminate,FLAKE,
chert_condition_B,034b1,6,189,complete,no,,0,,,Absent,10,Centripetal,5,1,1,3,36.7,64.1,49.8,11.3,53.1,61.5,11.6,44.2,57.6,47,11.3,10.7,7.2,29.2,10,9.5,10.2,0,0,Plain,No,Yes,Yes,Hertzian,BULBAR,0,DOMED,DIVERGENT,FEATHER,Pointed,40,No,Levallois flake,Levallois non-Nubian,FLAKE,"While in condition B, the flake fits all criteria of ""Levallois"" except facetted platform (hence classified as such)"
chert_condition_A,034b1,6,106,complete,yes,Minor edge damage on lateral left. Does not affect the measurements.,0,,,Absent,6,Centripetal,2,1,2,1,10.6,48.3,40.9,7.7,44.9,30.7,7.2,29.6,33,35.2,7.5,5.1,13.4,16.8,4.9,4.2,4.9,0,0,Facetted,No,Yes,No,Hertzian,BULBAR,0,TRIANGULAR,SQUARE,FEATHER,Flat,23,No,Levallois flake,Levallois non-Nubian,FLAKE,Perfect centripetal Levallois flake; bulbar scar present
chert_condition_A,034b1,6,105,complete,yes,"Some distal damage, but only minor. All measurements can be taken",0,,,Absent,7,Centripetal,2,2,1,2,5.1,37.9,25.8,6.5,35.8,36.4,6.8,17.9,25,26.1,6.1,3.8,2.1,14.5,4.6,4.5,4.8,0,0,Facetted,No,Yes,No,Hertzian,BULBAR,0,TRAPEZOIDAL,SQUARE,FEATHER,Flat,15,No,Levallois flake,Levallois non-Nubian,FLAKE,
chert_condition_A,034b1,6,104,complete,yes,"Marked edge damage on distal left edge, will effect max length & tech length mesurement (reconstr.)",0,,,Absent,8,Centripetal,2,3,1,2,9.4,46.9,39.6,6.5,47.2,38.6,6.5,26.5,29.5,30.7,5.2,6.5,4.9,12.9,4.2,5,5,0,0,Plain,No,Yes,Yes,Hertzian,CONCAVE,0,DOMED,DIAMOND,FEATHER,Irreg,15,No,Levallois flake,Levallois non-Nubian,FLAKE,central Levallois flake. Length measures reconstructed
chert_condition_A,034b1,6,103,proximal,no,,0,,,Absent,6,Multidirectional,4,1,1,0,5.1,35.6,24.5,4.6,0,0,0,0,0,0,0,0,0,16.8,3.1,3,3.1,0,0,Dihedral,No,Yes,Yes,Hertzian,BULBAR,0,TRAPEZOIDAL,SQUARE,FEATHER,,0,No,Levallois flake,Levallois non-Nubian,FLAKE,SLightly broken on disal end
chert_condition_A,034b1,6,102,complete,no,,0,,,Absent,6,Multidirectional,2,3,1,0,13.1,66.2,32.4,6.5,62.9,30.6,6.7,26.8,29.8,28.9,5.1,6.6,5.1,11.8,4.3,4.4,4.8,0,0,Facetted,No,Yes,Yes,Hertzian,BULBAR,0,TRIANGULAR,PARALLEL,FEATHER,Flat,15,No,Levallois blade,Levallois non-Nubian,ELONG,Recurrent unidirectional Levallois blade
chert_condition_B,034b1,6,101,complete,yes,Some minor edge damage (multiple slivers in bag). Measures can be taken.,2,ProxLeft,,Complete,7,Multidirectional,4,2,0,1,12.1,41.5,28.6,17.9,37,28.1,17.8,26.7,27.3,21.3,13.1,9,4.9,16.9,3.1,1.8,3.1,0,0,Cortical,No,Yes,No,Hertzian,CONCAVE,0,TRIANGULAR,AMORPH,FEATHER,Pointed,22,No,Core management flake,Indeterminate,FLAKE,
chert_condition_A,034b1,6,99,proximal,no,,0,,,Absent,4,Centripetal,2,1,0,1,8.7,37.4,29.6,9.9,0,0,0,0,0,0,0,0,0,12,3.7,3.4,3.7,0,0,Plain,No,Yes,No,Hertzian,BULBAR,0,DOMED,DIVERGENT,FEATHER,,0,No,Levallois debordant,Levallois non-Nubian,FLAKE,
chert_condition_A,034b1,6,95,left,no,,0,,,Indeterminate,3,Indeterminate,1,0,0,0,3.8,35.4,25.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plain,,Indeterminate,Indet,Hertzian,CONCAVE,0,INDET,INDET,HINGE,,0,No,Indeterminate (broken),Indeterminate,FLAKE,Longitunal break and smaller break lateral distal left
chert_condition_B,034b1,6,95,complete,no,,0,,,Absent,6,Multidirectional,2,1,1,2,29.5,58.3,36.7,18.9,47.9,31.7,16.5,27.3,31.4,27.3,16.5,17.4,9.3,20.9,15.7,8.6,15.8,0,0,Plain,No,Yes,No,Hertzian,BULBAR,0,RIGHTTRIANGLE,AMORPH,HINGE,Irreg,85,No,Core management flake,Indeterminate,FLAKE,Flake for management/rejuvenation of core edges
chert_condition_B,034b1,6,94,complete,no,,0,,,Absent,3,Unidirectional,3,0,0,0,1.7,24.7,17.7,4.2,21.3,18,4.1,15.5,17.4,15.4,3.3,3.8,3,13.9,2.7,2.7,2.7,0,0,Plain,No,Yes,No,Hertzian,FLAT,0,TRIANGULAR,PARALLEL,HINGE,Rounded,55,No,Indeterminate,Indeterminate,FLAKE,Number difficult to read: was likely 94 (99 was already recorded in condition A) -> please check! Bulbar scar present
